Fold 1, Epoch 1, Val_loss: 0.5464, Val_Accuracy: 0.8716
Fold 1, Epoch 2, Val_loss: 1.4533, Val_Accuracy: 0.7431
Fold 1, Epoch 3, Val_loss: 0.3699, Val_Accuracy: 0.8624
Fold 1, Epoch 4, Val_loss: 0.2556, Val_Accuracy: 0.9174
Fold 1, Epoch 5, Val_loss: 0.2148, Val_Accuracy: 0.9266
Fold 1, Epoch 6, Val_loss: 0.7117, Val_Accuracy: 0.8624
Fold 1, Epoch 7, Val_loss: 0.5083, Val_Accuracy: 0.8899
Fold 1, Epoch 8, Val_loss: 0.3837, Val_Accuracy: 0.9083
Fold 1, Epoch 9, Val_loss: 0.3176, Val_Accuracy: 0.9174
Fold 1, Epoch 10, Val_loss: 0.1771, Val_Accuracy: 0.9450
Fold 1, Epoch 11, Val_loss: 0.4727, Val_Accuracy: 0.8899
Fold 1, Epoch 12, Val_loss: 0.2610, Val_Accuracy: 0.9174
Fold 1, Epoch 13, Val_loss: 0.5224, Val_Accuracy: 0.7798
Fold 1, Epoch 14, Val_loss: 0.3034, Val_Accuracy: 0.8899
Fold 1, Epoch 15, Val_loss: 0.2636, Val_Accuracy: 0.8807
Fold 1, Epoch 16, Val_loss: 0.2683, Val_Accuracy: 0.9083
Fold 1, Epoch 17, Val_loss: 0.2248, Val_Accuracy: 0.9266
Fold 1, Epoch 18, Val_loss: 0.2354, Val_Accuracy: 0.9358
Fold 1, Epoch 19, Val_loss: 0.3120, Val_Accuracy: 0.9174
Fold 1, Epoch 20, Val_loss: 0.1892, Val_Accuracy: 0.9450
Fold 1, Epoch 21, Val_loss: 0.2215, Val_Accuracy: 0.9174
Fold 1, Epoch 22, Val_loss: 0.2267, Val_Accuracy: 0.9083
Fold 1, Epoch 23, Val_loss: 0.1549, Val_Accuracy: 0.9450
Fold 1, Epoch 24, Val_loss: 0.2477, Val_Accuracy: 0.9450
Fold 1, Epoch 25, Val_loss: 0.2201, Val_Accuracy: 0.8991
Fold 1, Epoch 26, Val_loss: 0.2124, Val_Accuracy: 0.9450
Fold 1, Epoch 27, Val_loss: 0.2066, Val_Accuracy: 0.9450
Fold 1, Epoch 28, Val_loss: 0.1774, Val_Accuracy: 0.9450
Fold 1, Epoch 29, Val_loss: 0.1657, Val_Accuracy: 0.9450
Fold 1, Epoch 30, Val_loss: 0.1923, Val_Accuracy: 0.9541
Fold 1, Epoch 31, Val_loss: 0.1463, Val_Accuracy: 0.9450
Fold 1, Epoch 32, Val_loss: 0.1664, Val_Accuracy: 0.9358
Fold 1, Epoch 33, Val_loss: 0.1712, Val_Accuracy: 0.9266
Fold 1, Epoch 34, Val_loss: 0.2209, Val_Accuracy: 0.9358
Fold 1, Epoch 35, Val_loss: 0.2549, Val_Accuracy: 0.9266
Fold 1, Epoch 36, Val_loss: 0.1578, Val_Accuracy: 0.9450
Fold 1, Epoch 37, Val_loss: 0.2047, Val_Accuracy: 0.9450
Fold 1, Epoch 38, Val_loss: 0.1593, Val_Accuracy: 0.9450
Fold 1, Epoch 39, Val_loss: 0.1730, Val_Accuracy: 0.9541
Fold 1, Epoch 40, Val_loss: 0.1834, Val_Accuracy: 0.9541
Fold 1, Epoch 41, Val_loss: 0.1591, Val_Accuracy: 0.9450
Fold 1, Epoch 42, Val_loss: 0.1596, Val_Accuracy: 0.9358
Fold 1, Epoch 43, Val_loss: 0.1531, Val_Accuracy: 0.9450
Fold 1, Epoch 44, Val_loss: 0.1549, Val_Accuracy: 0.9450
Fold 1, Epoch 45, Val_loss: 0.1557, Val_Accuracy: 0.9450
Fold 2, Epoch 1, Val_loss: 0.5401, Val_Accuracy: 0.8440
Fold 2, Epoch 2, Val_loss: 0.1336, Val_Accuracy: 0.9541
Fold 2, Epoch 3, Val_loss: 1.8081, Val_Accuracy: 0.6972
Fold 2, Epoch 4, Val_loss: 0.5356, Val_Accuracy: 0.9266
Fold 2, Epoch 5, Val_loss: 0.1632, Val_Accuracy: 0.9633
Fold 2, Epoch 6, Val_loss: 0.0762, Val_Accuracy: 0.9908
Fold 2, Epoch 7, Val_loss: 0.1689, Val_Accuracy: 0.9725
Fold 2, Epoch 8, Val_loss: 0.2195, Val_Accuracy: 0.9266
Fold 2, Epoch 9, Val_loss: 0.0926, Val_Accuracy: 0.9725
Fold 2, Epoch 10, Val_loss: 0.1501, Val_Accuracy: 0.9266
