Fold 1, Epoch 1, Val_loss: 1.1724, Val_Accuracy: 0.7706
Fold 1, Epoch 2, Val_loss: 0.2421, Val_Accuracy: 0.9083
Fold 1, Epoch 3, Val_loss: 0.2473, Val_Accuracy: 0.9083
Fold 1, Epoch 4, Val_loss: 1.4724, Val_Accuracy: 0.7798
Fold 1, Epoch 5, Val_loss: 0.3155, Val_Accuracy: 0.8716
Fold 1, Epoch 6, Val_loss: 1.0499, Val_Accuracy: 0.8440
Fold 1, Epoch 7, Val_loss: 0.7284, Val_Accuracy: 0.7431
Fold 1, Epoch 8, Val_loss: 0.2144, Val_Accuracy: 0.9358
Fold 1, Epoch 9, Val_loss: 0.4451, Val_Accuracy: 0.8624
Fold 1, Epoch 10, Val_loss: 0.8135, Val_Accuracy: 0.7798
Fold 1, Epoch 11, Val_loss: 0.2189, Val_Accuracy: 0.9450
Fold 1, Epoch 12, Val_loss: 0.3301, Val_Accuracy: 0.8991
Fold 1, Epoch 13, Val_loss: 0.1593, Val_Accuracy: 0.9450
Fold 1, Epoch 14, Val_loss: 0.1524, Val_Accuracy: 0.9541
Fold 1, Epoch 15, Val_loss: 0.1830, Val_Accuracy: 0.9541
Fold 1, Epoch 16, Val_loss: 0.1587, Val_Accuracy: 0.9450
Fold 1, Epoch 17, Val_loss: 0.2111, Val_Accuracy: 0.9174
Fold 1, Epoch 18, Val_loss: 0.1559, Val_Accuracy: 0.9541
Fold 1, Epoch 19, Val_loss: 0.1652, Val_Accuracy: 0.9450
Fold 1, Epoch 20, Val_loss: 0.1482, Val_Accuracy: 0.9633
Fold 1, Epoch 21, Val_loss: 0.1022, Val_Accuracy: 0.9817
Fold 1, Epoch 22, Val_loss: 0.1361, Val_Accuracy: 0.9817
Fold 1, Epoch 23, Val_loss: 0.1044, Val_Accuracy: 0.9725
Fold 1, Epoch 24, Val_loss: 0.1545, Val_Accuracy: 0.9541
Fold 1, Epoch 25, Val_loss: 0.1344, Val_Accuracy: 0.9541
Fold 1, Epoch 26, Val_loss: 0.1524, Val_Accuracy: 0.9541
Fold 1, Epoch 27, Val_loss: 0.1128, Val_Accuracy: 0.9541
