Fold 1, Epoch 1, Val_loss: 850.9725, Val_Accuracy: 0.6697
Fold 1, Epoch 2, Val_loss: 1.4227, Val_Accuracy: 0.6972
Fold 1, Epoch 3, Val_loss: 0.4008, Val_Accuracy: 0.8532
Fold 1, Epoch 4, Val_loss: 0.7411, Val_Accuracy: 0.6789
Fold 1, Epoch 5, Val_loss: 0.5201, Val_Accuracy: 0.8165
Fold 1, Epoch 6, Val_loss: 0.3125, Val_Accuracy: 0.8899
Fold 1, Epoch 7, Val_loss: 0.5986, Val_Accuracy: 0.7615
Fold 1, Epoch 8, Val_loss: 0.8551, Val_Accuracy: 0.7523
Fold 1, Epoch 9, Val_loss: 0.7104, Val_Accuracy: 0.7798
Fold 1, Epoch 10, Val_loss: 0.4059, Val_Accuracy: 0.8073
Fold 1, Epoch 11, Val_loss: 1.3549, Val_Accuracy: 0.5505
Fold 1, Epoch 12, Val_loss: 0.3268, Val_Accuracy: 0.8349
Fold 1, Epoch 13, Val_loss: 0.9815, Val_Accuracy: 0.6789
Fold 1, Epoch 14, Val_loss: 0.4115, Val_Accuracy: 0.8073
Fold 1, Epoch 15, Val_loss: 0.3491, Val_Accuracy: 0.8532
Fold 1, Epoch 16, Val_loss: 0.3706, Val_Accuracy: 0.8716
Fold 1, Epoch 17, Val_loss: 0.3848, Val_Accuracy: 0.7982
Fold 1, Epoch 18, Val_loss: 0.3863, Val_Accuracy: 0.8440
Fold 1, Epoch 19, Val_loss: 0.5092, Val_Accuracy: 0.8624
Fold 1, Epoch 20, Val_loss: 0.4888, Val_Accuracy: 0.8073
Fold 1, Epoch 21, Val_loss: 0.6193, Val_Accuracy: 0.8257
Fold 1, Epoch 22, Val_loss: 0.4579, Val_Accuracy: 0.8165
Fold 1, Epoch 23, Val_loss: 0.4017, Val_Accuracy: 0.8532
Fold 1, Epoch 24, Val_loss: 0.3986, Val_Accuracy: 0.8716
Fold 1, Epoch 25, Val_loss: 0.4038, Val_Accuracy: 0.8257
Fold 1, Epoch 26, Val_loss: 0.3791, Val_Accuracy: 0.8349
Fold 1, Epoch 27, Val_loss: 0.4387, Val_Accuracy: 0.8716
Fold 1, Epoch 28, Val_loss: 0.3330, Val_Accuracy: 0.8532
Fold 1, Epoch 29, Val_loss: 0.3232, Val_Accuracy: 0.8807
Fold 1, Epoch 30, Val_loss: 0.3700, Val_Accuracy: 0.8532
Fold 1, Epoch 31, Val_loss: 0.3880, Val_Accuracy: 0.8716
Fold 1, Epoch 32, Val_loss: 0.3400, Val_Accuracy: 0.8807
Fold 1, Epoch 33, Val_loss: 0.2783, Val_Accuracy: 0.9174
Fold 1, Epoch 34, Val_loss: 0.2650, Val_Accuracy: 0.9083
