Fold 1, Epoch 1, Val_loss: 1.1267, Val_Accuracy: 0.6697
Fold 1, Epoch 2, Val_loss: 0.8138, Val_Accuracy: 0.6697
Fold 1, Epoch 3, Val_loss: 0.7673, Val_Accuracy: 0.6697
Fold 1, Epoch 4, Val_loss: 0.7552, Val_Accuracy: 0.6697
Fold 1, Epoch 5, Val_loss: 0.7775, Val_Accuracy: 0.6697
Fold 1, Epoch 6, Val_loss: 0.8477, Val_Accuracy: 0.6697
Fold 1, Epoch 7, Val_loss: 0.8155, Val_Accuracy: 0.6697
Fold 1, Epoch 8, Val_loss: 0.7789, Val_Accuracy: 0.6697
Fold 1, Epoch 9, Val_loss: 0.7503, Val_Accuracy: 0.6697
Fold 1, Epoch 10, Val_loss: 0.7419, Val_Accuracy: 0.6697
Fold 1, Epoch 11, Val_loss: 0.7422, Val_Accuracy: 0.6697
Fold 1, Epoch 12, Val_loss: 0.6969, Val_Accuracy: 0.6697
Fold 1, Epoch 13, Val_loss: 0.5627, Val_Accuracy: 0.8165
Fold 1, Epoch 14, Val_loss: 0.5186, Val_Accuracy: 0.8532
Fold 1, Epoch 15, Val_loss: 0.5695, Val_Accuracy: 0.7982
Fold 1, Epoch 16, Val_loss: 0.5558, Val_Accuracy: 0.8165
Fold 1, Epoch 17, Val_loss: 0.6512, Val_Accuracy: 0.7248
Fold 1, Epoch 18, Val_loss: 0.5620, Val_Accuracy: 0.7890
Fold 1, Epoch 19, Val_loss: 0.4924, Val_Accuracy: 0.8349
Fold 1, Epoch 20, Val_loss: 0.5475, Val_Accuracy: 0.8257
Fold 1, Epoch 21, Val_loss: 0.5988, Val_Accuracy: 0.8349
Fold 1, Epoch 22, Val_loss: 0.5455, Val_Accuracy: 0.8440
Fold 1, Epoch 23, Val_loss: 0.4547, Val_Accuracy: 0.8624
Fold 1, Epoch 24, Val_loss: 0.4443, Val_Accuracy: 0.8899
Fold 1, Epoch 25, Val_loss: 0.5085, Val_Accuracy: 0.8716
Fold 1, Epoch 26, Val_loss: 0.6462, Val_Accuracy: 0.8532
Fold 1, Epoch 27, Val_loss: 0.6547, Val_Accuracy: 0.8532
Fold 1, Epoch 28, Val_loss: 0.6269, Val_Accuracy: 0.8440
Fold 1, Epoch 29, Val_loss: 0.6089, Val_Accuracy: 0.8349
Fold 1, Epoch 30, Val_loss: 0.4864, Val_Accuracy: 0.8807
Fold 1, Epoch 31, Val_loss: 0.6211, Val_Accuracy: 0.8349
Fold 1, Epoch 32, Val_loss: 0.4999, Val_Accuracy: 0.9083
Fold 1, Epoch 33, Val_loss: 0.6156, Val_Accuracy: 0.8624
Fold 1, Epoch 34, Val_loss: 0.5485, Val_Accuracy: 0.8716
Fold 1, Epoch 35, Val_loss: 0.7503, Val_Accuracy: 0.8716
Fold 1, Epoch 36, Val_loss: 0.7453, Val_Accuracy: 0.8532
Fold 1, Epoch 37, Val_loss: 0.6677, Val_Accuracy: 0.8532
Fold 1, Epoch 38, Val_loss: 0.6874, Val_Accuracy: 0.8440
Fold 1, Epoch 39, Val_loss: 0.6289, Val_Accuracy: 0.8624
Fold 1, Epoch 40, Val_loss: 0.7535, Val_Accuracy: 0.8532
Fold 1, Epoch 41, Val_loss: 0.7372, Val_Accuracy: 0.8624
Fold 1, Epoch 42, Val_loss: 0.7241, Val_Accuracy: 0.8624
Fold 1, Epoch 43, Val_loss: 0.6274, Val_Accuracy: 0.8624
Fold 1, Epoch 44, Val_loss: 0.6908, Val_Accuracy: 0.8624
Fold 1, Epoch 45, Val_loss: 0.6260, Val_Accuracy: 0.8624
Fold 2, Epoch 1, Val_loss: 0.4068, Val_Accuracy: 0.8807
Fold 2, Epoch 2, Val_loss: 0.4433, Val_Accuracy: 0.8716
Fold 2, Epoch 3, Val_loss: 0.3802, Val_Accuracy: 0.9083
Fold 2, Epoch 4, Val_loss: 0.8263, Val_Accuracy: 0.7890
Fold 2, Epoch 5, Val_loss: 0.4924, Val_Accuracy: 0.8165
Fold 2, Epoch 6, Val_loss: 0.5360, Val_Accuracy: 0.8532
Fold 2, Epoch 7, Val_loss: 0.3737, Val_Accuracy: 0.8899
Fold 2, Epoch 8, Val_loss: 0.6361, Val_Accuracy: 0.7890
Fold 2, Epoch 9, Val_loss: 0.4501, Val_Accuracy: 0.8807
Fold 2, Epoch 10, Val_loss: 0.3511, Val_Accuracy: 0.9174
Fold 2, Epoch 11, Val_loss: 0.4362, Val_Accuracy: 0.8899
Fold 2, Epoch 12, Val_loss: 0.4219, Val_Accuracy: 0.8716
Fold 2, Epoch 13, Val_loss: 0.3435, Val_Accuracy: 0.9174
Fold 2, Epoch 14, Val_loss: 0.3721, Val_Accuracy: 0.8807
Fold 2, Epoch 15, Val_loss: 0.3535, Val_Accuracy: 0.9266
Fold 2, Epoch 16, Val_loss: 0.3478, Val_Accuracy: 0.8991
Fold 2, Epoch 17, Val_loss: 0.4598, Val_Accuracy: 0.9083
Fold 2, Epoch 18, Val_loss: 0.4082, Val_Accuracy: 0.8991
Fold 2, Epoch 19, Val_loss: 0.8822, Val_Accuracy: 0.8440
Fold 2, Epoch 20, Val_loss: 0.3872, Val_Accuracy: 0.8991
Fold 2, Epoch 21, Val_loss: 0.4114, Val_Accuracy: 0.8991
Fold 2, Epoch 22, Val_loss: 0.3882, Val_Accuracy: 0.9266
Fold 2, Epoch 23, Val_loss: 0.4618, Val_Accuracy: 0.8991
Fold 2, Epoch 24, Val_loss: 0.3862, Val_Accuracy: 0.8899
Fold 2, Epoch 25, Val_loss: 0.3527, Val_Accuracy: 0.9266
